wateryear,region,surfdiv,pumping,et,gwstor,model
1990,21,376.0191497,1349.902151,1652.999318,-864.7199386,c2vsim
1991,21,159.3589728,1266.470464,1611.04508,-793.1829057,c2vsim
1992,21,318.3275748,1203.310172,1653.772239,-774.221354,c2vsim
1993,21,752.5982079,741.8235772,1688.775316,-139.4178411,c2vsim
1994,21,404.1324966,1202.835316,1652.997984,-469.7808852,c2vsim
1995,21,770.0502387,731.1517419,1756.126566,69.08167843,c2vsim
1996,21,861.4741014,849.1882953,1634.186512,106.7567933,c2vsim
1997,21,679.6037788,975.1890893,1640.693183,-199.8961434,c2vsim
1998,21,322.9313147,876.1616543,1762.135617,33.69074154,c2vsim
1999,21,352.1866901,1220.963596,1645.836717,-543.2981929,c2vsim
2000,21,637.9051443,951.8276241,1617.664551,-325.7231101,c2vsim
2001,21,260.506513,1260.576023,1616.242017,-719.5251168,c2vsim
2002,21,406.507693,1181.212574,1555.782925,-652.0555741,c2vsim
2003,21,590.3601327,920.5621772,1628.227014,-388.5279825,c2vsim
